category,part of speech,ojibwe word,definition,url
verb,vai,mookojige,s/he carves things,https://ojibwe.lib.umn.edu/main-entry/mookojige-vai
verb,vai,mookom,make h/ cry by telling or singing something,https://ojibwe.lib.umn.edu/main-entry/mookom-vai
noun,ni,mookomaan,a knife,https://ojibwe.lib.umn.edu/main-entry/mookomaan-ni
noun,ni,mookomaanaabik,a knife blade,https://ojibwe.lib.umn.edu/main-entry/mookomaanaabik-ni
noun,ni,mookomaanaatig,a knife handle,https://ojibwe.lib.umn.edu/main-entry/mookomaanaatig-ni
noun,ni,mookomaanens,a table knife,https://ojibwe.lib.umn.edu/main-entry/mookomaanens-ni
noun,ni,mookomaani-gaashiboojigan,a knife sharpener,https://ojibwe.lib.umn.edu/main-entry/mookomaani-gaashiboojigan-ni
verb,vai,mookone,"s/he cries, moans from pain",https://ojibwe.lib.umn.edu/main-entry/mookone-vai
verb,vai,mookoshin,s/he cries from falling down or hitting something,https://ojibwe.lib.umn.edu/main-entry/mookoshin-vai
verb,vta,mookozh,carve h/,https://ojibwe.lib.umn.edu/main-entry/mookozh-vta
verb,vai,mookozideshin,s/he stubs h/ toe and cries,https://ojibwe.lib.umn.edu/main-entry/mookozideshin-vai
verb,vai,mookwaji,s/he cries from being cold,https://ojibwe.lib.umn.edu/main-entry/mookwaji-vai
verb,vai,mookwaabaawe,s/he cries from being drenched,https://ojibwe.lib.umn.edu/main-entry/mookwaabaawe-vai
verb,vai,mookwaajimo,s/he cries telling a story or telling the news,https://ojibwe.lib.umn.edu/main-entry/mookwaajimo-vai
verb,vai,mookwaakizo,s/he cries from being burned,https://ojibwe.lib.umn.edu/main-entry/mookwaakizo-vai
verb,vai,mookwaanimizi,s/he cries from fear,https://ojibwe.lib.umn.edu/main-entry/mookwaanimizi-vai
verb,vai,mookwaapi,s/he laughs so hard tears come to h/ eyes,https://ojibwe.lib.umn.edu/main-entry/mookwaapi-vai
verb,vta,moona',"dig h/, dig h/ up",https://ojibwe.lib.umn.edu/main-entry/moona-vta
verb,vta,moona'amaw,dig (it) up for h/,https://ojibwe.lib.umn.edu/main-entry/moona-amaw-vta
verb,vti,moona'an,"dig it up, expose it (using something)",https://ojibwe.lib.umn.edu/main-entry/moona-an-vti
verb,vai,moona'asinii,"s/he digs up rocks, mines ore",https://ojibwe.lib.umn.edu/main-entry/moona-asinii-vai
verb,vai,moona'ashkikiwe,s/he digs medicine,https://ojibwe.lib.umn.edu/main-entry/moona-ashkikiwe-vai
verb,vai,moona'ashkwe,s/he digs for herbs or roots for medicine,https://ojibwe.lib.umn.edu/main-entry/moona-ashkwe-vai
noun,ni,moona'aabikwaan,a mine,https://ojibwe.lib.umn.edu/main-entry/moona-aabikwaan-ni
verb,vai,moona'aabikwe,s/he mines something,https://ojibwe.lib.umn.edu/main-entry/moona-aabikwe-vai
noun,na,moona'aabikwesi,a miner,https://ojibwe.lib.umn.edu/main-entry/moona-aabikwesi-na
verb,vti,moona'aagonaadan,"dig the snow out of it, scoop the snow off or out of it",https://ojibwe.lib.umn.edu/main-entry/moona-aagonaadan-vti
verb,vta,moona'aagonaazh,"dig the snow out of it (animate), scoop the snow off or out of it (animate)",https://ojibwe.lib.umn.edu/main-entry/moona-aagonaazh-vta
verb,vai,moona'aagone,"s/he digs out the snow, scoops the snow off or out of something",https://ojibwe.lib.umn.edu/main-entry/moona-aagone-vai
noun,ni,moona'ibaan,a well,https://ojibwe.lib.umn.edu/main-entry/moona-ibaan-ni
verb,vai,moona'ibii,"s/he digs a well, digs or drills for water",https://ojibwe.lib.umn.edu/main-entry/moona-ibii-vai
noun,na,moona'ibiiwinini,a well-digger,https://ojibwe.lib.umn.edu/main-entry/moona-ibiiwinini-na
noun,ni,moona'igan,a mine,https://ojibwe.lib.umn.edu/main-entry/moona-igan-ni
verb,vii,moona'igaade,"it is dug up (by someone),  ""they"" dig it up",https://ojibwe.lib.umn.edu/main-entry/moona-igaade-vii
verb,vai,moona'igaazo,"s/he is dug up (by someone), ""they"" dig h/ up",https://ojibwe.lib.umn.edu/main-entry/moona-igaazo-vai
verb,vai,moona'ige,"s/he digs things, digs things up",https://ojibwe.lib.umn.edu/main-entry/moona-ige-vai
verb,vai,moona'ipinii,s/he digs potatoes,https://ojibwe.lib.umn.edu/main-entry/moona-ipinii-vai
verb,vti,moonendan,"be suspicious of, suspect it; mistrust it",https://ojibwe.lib.umn.edu/main-entry/moonendan-vti
verb,vta,moonenim,"suspect, blame h/",https://ojibwe.lib.umn.edu/main-entry/moonenim-vta
noun,ni,moonikaan,a cellar,https://ojibwe.lib.umn.edu/main-entry/moonikaan-ni
verb,vai,moonike,s/he digs a hole or burrow,https://ojibwe.lib.umn.edu/main-entry/moonike-vai
noun,na,mooningwane,a Northern flicker,https://ojibwe.lib.umn.edu/main-entry/mooningwane-na
noun,na,moose,"a grub, a worm",https://ojibwe.lib.umn.edu/main-entry/moose-na
noun,na,moose-manidoosh,a worm,https://ojibwe.lib.umn.edu/main-entry/moose-manidoosh-na
verb,vii,moosekaa,there are (many) bugs or worms,https://ojibwe.lib.umn.edu/main-entry/moosekaa-vii
verb,vii,moosewan,it is wormy,https://ojibwe.lib.umn.edu/main-entry/moosewan-vii
verb,vai,moosewi,s/he is wormy,https://ojibwe.lib.umn.edu/main-entry/moosewi-vai
verb,vai,moosewigone,s/he has worms in h/ throat,https://ojibwe.lib.umn.edu/main-entry/moosewigone-vai
verb,vai,moosewiingwe,s/he has acne on h/ face,https://ojibwe.lib.umn.edu/main-entry/moosewiingwe-vai
verb,vii,mooshka'an,it is flooded; there is a flood,https://ojibwe.lib.umn.edu/main-entry/mooshka-an-vii
verb,vai,mooshka'ogo,s/he has water get into lodge or tent; h/ place is flooded,https://ojibwe.lib.umn.edu/main-entry/mooshka-ogo-vai
noun,na,mooshka'osi,a bittern; a shypoke,https://ojibwe.lib.umn.edu/main-entry/mooshka-osi-na
verb,vti2,mooshka'oodoon,add water or other liquid to it,https://ojibwe.lib.umn.edu/main-entry/mooshka-oodoon-vti2
verb,vta,mooshka'oozh,add water or other liquid to it (animate),https://ojibwe.lib.umn.edu/main-entry/mooshka-oozh-vta
verb,vai,mooshkamo,"s/he surfaces (in the water), comes up out of the water",https://ojibwe.lib.umn.edu/main-entry/mooshkamo-vai
verb,vai,mooshkanjise,"s/he surfaces, floats up out of the water",https://ojibwe.lib.umn.edu/main-entry/mooshkanjise-vai
verb,vii,mooshkinachigaade,"it is filled, filled in (by someone), ""they"" fill it, fill it in",https://ojibwe.lib.umn.edu/main-entry/mooshkinachigaade-vii
verb,vai,mooshkinachige,s/he fills things,https://ojibwe.lib.umn.edu/main-entry/mooshkinachige-vai
verb,vti2,mooshkinadoon,fill it (with solids),https://ojibwe.lib.umn.edu/main-entry/mooshkinadoon-vti2
verb,vta,mooshkina',fill h/ (with solids),https://ojibwe.lib.umn.edu/main-entry/mooshkina-vta
verb,vii,mooshkinajigaade,"it is filled, filled in (by someone), ""they"" fill it, fill it in",https://ojibwe.lib.umn.edu/main-entry/mooshkinajigaade-vii
verb,vti2,mooshkinatoon,fill it (with solids),https://ojibwe.lib.umn.edu/main-entry/mooshkinatoon-vti2
verb,vai,mooshkine,"s/he is full (of solids), fills a place",https://ojibwe.lib.umn.edu/main-entry/mooshkine-vai
verb,vii,mooshkine,it is full (of solids),https://ojibwe.lib.umn.edu/main-entry/mooshkine-vii
verb,vti2,mooshkinebadoon,fill it with liquid,https://ojibwe.lib.umn.edu/main-entry/mooshkinebadoon-vti2
verb,vta,mooshkinebazh,fill h/ or it (animate) with liquid,https://ojibwe.lib.umn.edu/main-entry/mooshkinebazh-vta
verb,vai,mooshkinebiwag,they are crowded sitting (there),https://ojibwe.lib.umn.edu/main-entry/mooshkinebiwag-vai
verb,vii,mooshkinebii,it is full (of liquid),https://ojibwe.lib.umn.edu/main-entry/mooshkinebii-vii
verb,vai,mooshkinebii,it (animate) is full (of liquid),https://ojibwe.lib.umn.edu/main-entry/mooshkinebii-vai
verb,vta,mooshkinebii'amaw,fill something out with writing for h/,https://ojibwe.lib.umn.edu/main-entry/mooshkinebii-amaw-vta
verb,vti,mooshkinebii'an,fill it out with writing,https://ojibwe.lib.umn.edu/main-entry/mooshkinebii-an-vti
verb,vai,mooshkinebii'ige,s/he fills out a form,https://ojibwe.lib.umn.edu/main-entry/mooshkinebii-ige-vai
verb,vii,mooshkinebiise,it fills up (with liquid),https://ojibwe.lib.umn.edu/main-entry/mooshkinebiise-vii
verb,vii,mooshkinebiise,it fills up (with liquid),https://ojibwe.lib.umn.edu/main-entry/mooshkinebiise-vii
verb,vai,mooshkinebiise,h/ fills up (with liquid),https://ojibwe.lib.umn.edu/main-entry/mooshkinebiise-vai
verb,vai,mooshkinegaabawiwag,they are crowded standing (there),https://ojibwe.lib.umn.edu/main-entry/mooshkinegaabawiwag-vai
verb,vai,mooshkinegaamo,s/he is full of fat,https://ojibwe.lib.umn.edu/main-entry/mooshkinegaamo-vai
verb,vai,mooshkineshinoog,they are crowded lying (there),https://ojibwe.lib.umn.edu/main-entry/mooshkineshinoog-vai
verb,vii,mooshkineyaabate,it is filled with smoke,https://ojibwe.lib.umn.edu/main-entry/mooshkineyaabate-vii
noun,ni,moowens,"a small animal dropping, pellet, or turd",https://ojibwe.lib.umn.edu/main-entry/moowens-ni
verb,vii,moowiwan,it has shit on it,https://ojibwe.lib.umn.edu/main-entry/moowiwan-vii
verb,vai,moowiwi,s/he has shit on h/,https://ojibwe.lib.umn.edu/main-entry/moowiwi-vai
noun,na,mooz,a moose,https://ojibwe.lib.umn.edu/main-entry/mooz-na
adverb,adv-tmp,moozhag,"always, often, all the time",https://ojibwe.lib.umn.edu/main-entry/moozhag-adv-tmp
verb,vta,moozhagin,"pick them (animate) up; gather, collect them (animate)",https://ojibwe.lib.umn.edu/main-entry/moozhagin-vta
verb,vta,moozhaginamaw,"pick (them) up for h/; gather, collect (them) up for h/",https://ojibwe.lib.umn.edu/main-entry/moozhaginamaw-vta
verb,vti,moozhaginan,"pick them (inanimate) up; gather, collect them (inanimate)",https://ojibwe.lib.umn.edu/main-entry/moozhaginan-vti
verb,vai,moozhaginige,"s/he picks up, gathers, collects things",https://ojibwe.lib.umn.edu/main-entry/moozhaginige-vai
verb,vai,moozhagipinii,s/he picks potatoes,https://ojibwe.lib.umn.edu/main-entry/moozhagipinii-vai
noun,na,moozhaabe,"a bachelor, an unmarried man",https://ojibwe.lib.umn.edu/main-entry/moozhaabe-na
verb,vta,moozhi',feel h/ in or on h/ body; sense h/ presence,https://ojibwe.lib.umn.edu/main-entry/moozhi-vta
verb,vai,moozhi'o,s/he feels something,https://ojibwe.lib.umn.edu/main-entry/moozhi-o-vai
verb,vti2,moozhitoon,feel it in or on h/ body,https://ojibwe.lib.umn.edu/main-entry/moozhitoon-vti2
noun,ni,moozo-bakwezhiganaabo,moose gravy,https://ojibwe.lib.umn.edu/main-entry/moozo-bakwezhiganaabo-ni
noun,ni,moozo-bimide,moose tallow,https://ojibwe.lib.umn.edu/main-entry/moozo-bimide-ni
noun,ni,moozo-boodaajigan,a moose call,https://ojibwe.lib.umn.edu/main-entry/moozo-boodaajigan-ni
noun,ni,moozo-moo,moose dung,https://ojibwe.lib.umn.edu/main-entry/moozo-moo-ni
noun,ni,moozo-wiinin,moose fat,https://ojibwe.lib.umn.edu/main-entry/moozo-wiinin-ni
noun,ni,moozo-wiis,moose tripe,https://ojibwe.lib.umn.edu/main-entry/moozo-wiis-ni
noun,ni,moozo-wiiyaas,moose meat,https://ojibwe.lib.umn.edu/main-entry/moozo-wiiyaas-ni
noun,ni,moozobwaam,a moose hindquarter,https://ojibwe.lib.umn.edu/main-entry/moozobwaam-ni
noun,ni,moozode',a moose heart,https://ojibwe.lib.umn.edu/main-entry/moozode-ni
noun,ni,moozodenaniw,a moose tongue,https://ojibwe.lib.umn.edu/main-entry/moozodenaniw-ni
noun,na,moozodoodikosiw,a moose kidney,https://ojibwe.lib.umn.edu/main-entry/moozodoodikosiw-na
noun,ni,moozogan,a moose bone,https://ojibwe.lib.umn.edu/main-entry/moozogan-ni
noun,ni,moozojaan,a moose nose,https://ojibwe.lib.umn.edu/main-entry/moozojaan-ni
verb,vai,moozoke,s/he dresses a moose,https://ojibwe.lib.umn.edu/main-entry/moozoke-vai
noun,ni,moozokon,a moose liver,https://ojibwe.lib.umn.edu/main-entry/moozokon-ni
noun,ni,moozonagizh,"moose gut, moose intestine; a moose sausage",https://ojibwe.lib.umn.edu/main-entry/moozonagizh-ni
noun,ni,moozonagizhiins,a moose sausage,https://ojibwe.lib.umn.edu/main-entry/moozonagizhiins-ni
noun,na,moozopigay,a moose rib,https://ojibwe.lib.umn.edu/main-entry/moozopigay-na
noun,ni,moozoshtigwaan,a moose head,https://ojibwe.lib.umn.edu/main-entry/moozoshtigwaan-ni
noun,ni,moozotigwaan,a moose head,https://ojibwe.lib.umn.edu/main-entry/moozotigwaan-ni
noun,ni,moozowaazhawa'adoowagwaakwa'igan,a moose crossing sign,https://ojibwe.lib.umn.edu/main-entry/moozowaazhawa-adoowagwaakwa-igan-ni
noun,ni,moozhwaagan,a pair of scissors,https://ojibwe.lib.umn.edu/main-entry/moozhwaagan-ni
noun,ni,moozwegin,"a tanned moose hide, moose hide leather",https://ojibwe.lib.umn.edu/main-entry/moozwegin-ni
noun,ni,moozwegino-makizin,a moosehide mocassin,https://ojibwe.lib.umn.edu/main-entry/moozwegino-makizin-ni
noun,ni,moozweginwakizin,a moosehide mocassin,https://ojibwe.lib.umn.edu/main-entry/moozweginwakizin-ni
noun,na,moozweshkan,a moose antler,https://ojibwe.lib.umn.edu/main-entry/moozweshkan-na
prefix,pf,n=,"I, me [the one or ones speaking, the first person]; my [the one or ones speaking, the first person]",https://ojibwe.lib.umn.edu/main-entry/n-pf
particle,pc-disc,na,[yes-no question word],https://ojibwe.lib.umn.edu/main-entry/na-pc-disc
verb,vta,nabagada',pound it (animate) flat (using a stick or stick-like tool),https://ojibwe.lib.umn.edu/main-entry/nabagada-vta
verb,vti,nabagada'an,pound it flat (using a stick or stick-like tool),https://ojibwe.lib.umn.edu/main-entry/nabagada-an-vti
noun,ni,nabagada'igan,oatmeal; porridge,https://ojibwe.lib.umn.edu/main-entry/nabagada-igan-ni
verb,vii,nabagaa,it is flat,https://ojibwe.lib.umn.edu/main-entry/nabagaa-vii
verb,vai,nabagaabide,s/he has flat teeth,https://ojibwe.lib.umn.edu/main-entry/nabagaabide-vai
noun,na,nabagaabik,a flat rock,https://ojibwe.lib.umn.edu/main-entry/nabagaabik-na
verb,vii,nabagaabikad,it is flat (as something mineral),https://ojibwe.lib.umn.edu/main-entry/nabagaabikad-vii
verb,vai,nabagaabikizi,it (animate; mineral) is flat,https://ojibwe.lib.umn.edu/main-entry/nabagaabikizi-vai
verb,vti,nabagaakokodan,carve it flat,https://ojibwe.lib.umn.edu/main-entry/nabagaakokodan-vti
verb,vta,nabagaakokozh,carve it (animate) flat,https://ojibwe.lib.umn.edu/main-entry/nabagaakokozh-vta
verb,vai,nabagaanowe,s/he (an animal) has a flat tail,https://ojibwe.lib.umn.edu/main-entry/nabagaanowe-vai
verb,vii,nabagaasin,it is blown flat,https://ojibwe.lib.umn.edu/main-entry/nabagaasin-vii
verb,vai,nabagaashi,it (animate) is blown flat,https://ojibwe.lib.umn.edu/main-entry/nabagaashi-vai
preverb,pv-lex,nabagi-,flat,https://ojibwe.lib.umn.edu/main-entry/nabagi-pv-lex
noun,ni,nabagi-jiimaan,"a flat-bottomed boat, a barge",https://ojibwe.lib.umn.edu/main-entry/nabagi-jiimaan-ni
noun,na,nabagidaabaan,a toboggan: a long sled without runners,https://ojibwe.lib.umn.edu/main-entry/nabagidaabaan-na
noun,na,nabagidaabaanaak,a toboggan: a long sled without runners,https://ojibwe.lib.umn.edu/main-entry/nabagidaabaanaak-na
verb,vai,nabagidaamikane,s/he has a flat chin,https://ojibwe.lib.umn.edu/main-entry/nabagidaamikane-vai
verb,vta,nabagi',make h/ flat,https://ojibwe.lib.umn.edu/main-entry/nabagi-vta
verb,vai,nabagijaane,s/he has a flat nose,https://ojibwe.lib.umn.edu/main-entry/nabagijaane-vai
verb,vai,nabagijiishin,s/he has a flat tire,https://ojibwe.lib.umn.edu/main-entry/nabagijiishin-vai
verb,vai,nabagikoozhe,s/he has a flat bill,https://ojibwe.lib.umn.edu/main-entry/nabagikoozhe-vai
verb,vta,nabagin,flatten h/ (by hand),https://ojibwe.lib.umn.edu/main-entry/nabagin-vta
verb,vti,nabaginan,flatten it (by hand),https://ojibwe.lib.umn.edu/main-entry/nabaginan-vti
noun,na,nabagisag,"a board, a plank",https://ojibwe.lib.umn.edu/main-entry/nabagisag-na
noun,ni,nabagisago-jiimaan,a wooden boat or canoe,https://ojibwe.lib.umn.edu/main-entry/nabagisago-jiimaan-ni
verb,vai,nabagise,s/he or it (animate) goes flat suddenly,https://ojibwe.lib.umn.edu/main-entry/nabagise-vai
verb,vii,nabagise,it goes flat suddenly,https://ojibwe.lib.umn.edu/main-entry/nabagise-vii
verb,vti,nabagishkan,flatten it (with foot or body),https://ojibwe.lib.umn.edu/main-entry/nabagishkan-vti
verb,vta,nabagishkaw,flatten h/ (with foot or body),https://ojibwe.lib.umn.edu/main-entry/nabagishkaw-vta
verb,vii,nabagishkaa,"it flattens, goes flat",https://ojibwe.lib.umn.edu/main-entry/nabagishkaa-vii
verb,vai,nabagishkaa,"s/he or it (animate) flattens, goes flat",https://ojibwe.lib.umn.edu/main-entry/nabagishkaa-vai
verb,vii,nabagishkoode,it is flattened (by weight or pressure),https://ojibwe.lib.umn.edu/main-entry/nabagishkoode-vii
verb,vti2,nabagishkoodoon,flatten it (by weight or pressure),https://ojibwe.lib.umn.edu/main-entry/nabagishkoodoon-vti2
verb,vta,nabagishkoozh,flatten h/ (by weight or pressure),https://ojibwe.lib.umn.edu/main-entry/nabagishkoozh-vta
verb,vai,nabagishkoozo,s/he or it (animate) is flattened (by weight or pressure),https://ojibwe.lib.umn.edu/main-entry/nabagishkoozo-vai
verb,vti2,nabagitoon,make it flat,https://ojibwe.lib.umn.edu/main-entry/nabagitoon-vti2
verb,vai,nabagizi,s/he or it (animate) is flat,https://ojibwe.lib.umn.edu/main-entry/nabagizi-vai
verb,vai,nabagizide,s/he has flat feet,https://ojibwe.lib.umn.edu/main-entry/nabagizide-vai
verb,vii,nabagiigad,it (sheet-like) is flat,https://ojibwe.lib.umn.edu/main-entry/nabagiigad-vii
verb,vii,nabagiigizi,it (animate; sheet-like) is flat,https://ojibwe.lib.umn.edu/main-entry/nabagiigizi-vii
verb,vai,nabagiingwe,s/he has a flat face,https://ojibwe.lib.umn.edu/main-entry/nabagiingwe-vai
adverb,adv-loc,nabane-aya'ii,on one side,https://ojibwe.lib.umn.edu/main-entry/nabane-aya-ii-adv-loc
verb,vai,nabanegaade,s/he has only one leg,https://ojibwe.lib.umn.edu/main-entry/nabanegaade-vai
verb,vai,nabanegaadeshimo,s/he dances on one leg,https://ojibwe.lib.umn.edu/main-entry/nabanegaadeshimo-vai
noun,ni,nabanegaadeshimowin,a one-legged dance,https://ojibwe.lib.umn.edu/main-entry/nabanegaadeshimowin-ni
verb,vai,nabanekizine,s/he has only one shoe on,https://ojibwe.lib.umn.edu/main-entry/nabanekizine-vai
verb,vai,nabanenike,s/he has only one arm,https://ojibwe.lib.umn.edu/main-entry/nabanenike-vai
verb,vai,nabaneningwii,s/he has only one wing,https://ojibwe.lib.umn.edu/main-entry/nabaneningwii-vai
verb,vai,nabaneninjii,s/he has only one hand,https://ojibwe.lib.umn.edu/main-entry/nabaneninjii-vai
adverb,adv-loc,nabaneya'ii,on one side,https://ojibwe.lib.umn.edu/main-entry/nabaneya-ii-adv-loc
verb,vai,nabaneyaabi,s/he sees with one eye; it (animate) has only one headlight,https://ojibwe.lib.umn.edu/main-entry/nabaneyaabi-vai
noun,ni,nabaneyiigin,the back of a page; the verso,https://ojibwe.lib.umn.edu/main-entry/nabaneyiigin-ni
verb,vai,nabanezide,s/he has only one foot,https://ojibwe.lib.umn.edu/main-entry/nabanezide-vai
verb,vai,nabobizo,s/he drives making a return trip,https://ojibwe.lib.umn.edu/main-entry/nabobizo-vai
verb,vai,nabogaadeshkoozo,s/he is caught with h/ legs doubled up,https://ojibwe.lib.umn.edu/main-entry/nabogaadeshkoozo-vai
verb,vta,nabon,fold h/ over,https://ojibwe.lib.umn.edu/main-entry/nabon-vta
verb,vti,nabonan,fold it over,https://ojibwe.lib.umn.edu/main-entry/nabonan-vti
verb,vai,naboninjiishkoozo,s/he is caught with hands or forepaws doubled up,https://ojibwe.lib.umn.edu/main-entry/naboninjiishkoozo-vai
verb,vai,nabozideshkoozo,s/he is caught with feet or hindpaws doubled up,https://ojibwe.lib.umn.edu/main-entry/nabozideshkoozo-vai
noun,ni,naboob,"soup, stew",https://ojibwe.lib.umn.edu/main-entry/naboob-ni
noun,ni,naboobii-emikwaan,a soup ladle,https://ojibwe.lib.umn.edu/main-entry/naboobii-emikwaan-ni
verb,vta,naboobiikaw,make a soup or stew for h/,https://ojibwe.lib.umn.edu/main-entry/naboobiikaw-vta
verb,vti,naboobiikaadan,make a soup or stew of it,https://ojibwe.lib.umn.edu/main-entry/naboobiikaadan-vti
verb,vii,naboobiikaade,it is made into a soup or stew,https://ojibwe.lib.umn.edu/main-entry/naboobiikaade-vii
verb,vta,naboobiikaazh,make a soup or stew of it (animate),https://ojibwe.lib.umn.edu/main-entry/naboobiikaazh-vta
verb,vai,naboobiikaazo,it (animate) is made into a soup or stew,https://ojibwe.lib.umn.edu/main-entry/naboobiikaazo-vai
verb,vai,naboobiike,s/he makes a soup or stew,https://ojibwe.lib.umn.edu/main-entry/naboobiike-vai
verb,vii,naboobiiwan,it is soupy,https://ojibwe.lib.umn.edu/main-entry/naboobiiwan-vii
noun,ni,naboobiiwinaaganens,a soup bowl,https://ojibwe.lib.umn.edu/main-entry/naboobiiwinaaganens-ni
verb,vta,nabwaabiigin,double it (animate; string-like),https://ojibwe.lib.umn.edu/main-entry/nabwaabiigin-vta
verb,vti,nabwaabiiginan,double it (string-like),https://ojibwe.lib.umn.edu/main-entry/nabwaabiiginan-vti
verb,vta,nabwegin,fold h/ over (sheet-like),https://ojibwe.lib.umn.edu/main-entry/nabwegin-vta
verb,vti,nabweginan,fold it (sheet-like) over,https://ojibwe.lib.umn.edu/main-entry/nabweginan-vti
verb,vta,nagadam,be used to eating h/,https://ojibwe.lib.umn.edu/main-entry/nagadam-vta
verb,vta,nagadamaw,leave (it) behind for h/,https://ojibwe.lib.umn.edu/main-entry/nagadamaw-vta
verb,vti,nagadan,"leave it behind; abandon, outstrip it",https://ojibwe.lib.umn.edu/main-entry/nagadan-vti
verb,vti,nagadandan,be used to eating it,https://ojibwe.lib.umn.edu/main-entry/nagadandan-vti
verb,vai,nagadanjige,s/he is used to eating things,https://ojibwe.lib.umn.edu/main-entry/nagadanjige-vai
verb,vai,nagadanokii,s/he is used to working,https://ojibwe.lib.umn.edu/main-entry/nagadanokii-vai
verb,vai2,nagadendam,"s/he feels familiar, is getting familiar or friendly",https://ojibwe.lib.umn.edu/main-entry/nagadendam-vai2
verb,vti,nagadendan,"be used to, be familiar with it",https://ojibwe.lib.umn.edu/main-entry/nagadendan-vti
verb,vta,nagadenim,"be used to, familiar with, acquainted with h/",https://ojibwe.lib.umn.edu/main-entry/nagadenim-vta
noun,na,nagadenimaagan,"an acquaintance, a friend",https://ojibwe.lib.umn.edu/main-entry/nagadenimaagan-na
verb,vai,nagadenindiwag,they are acquainted; they are friends,https://ojibwe.lib.umn.edu/main-entry/nagadenindiwag-vai
verb,vta,naga',meet h/ by boat,https://ojibwe.lib.umn.edu/main-entry/naga-vta
verb,vta,naga'wi,meet h/ by boat,https://ojibwe.lib.umn.edu/main-entry/naga-wi-vta
verb,vta,nagajiba',outrun h/; run away from h/ leaving h/ behind,https://ojibwe.lib.umn.edu/main-entry/nagajiba-vta
verb,vti2,nagajibidoon,be used to handling it,https://ojibwe.lib.umn.edu/main-entry/nagajibidoon-vti2
verb,vta,nagajibizh,be used to handling h/,https://ojibwe.lib.umn.edu/main-entry/nagajibizh-vta
verb,vai,nagajibizo,s/he misses a ride,https://ojibwe.lib.umn.edu/main-entry/nagajibizo-vai
verb,vai,nagajibizonike,s/he is used to driving,https://ojibwe.lib.umn.edu/main-entry/nagajibizonike-vai
verb,vta,nagaji',"be familiar with, accustomed to, used to making h/; know how to handle h/",https://ojibwe.lib.umn.edu/main-entry/nagaji-vta
verb,vai,nagaji'idiwag,"they are used to, familiar with each other",https://ojibwe.lib.umn.edu/main-entry/nagaji-idiwag-vai
verb,vai,nagaji'iwe,"s/he is used to, familiar with people",https://ojibwe.lib.umn.edu/main-entry/nagaji-iwe-vai
verb,vta,nagajimaam,be used to the smell of h/,https://ojibwe.lib.umn.edu/main-entry/nagajimaam-vta
verb,vti,nagajimaandan,be used to the smell of it,https://ojibwe.lib.umn.edu/main-entry/nagajimaandan-vti
verb,vai,nagajimaanjige,s/he is used to the smell of something,https://ojibwe.lib.umn.edu/main-entry/nagajimaanjige-vai
verb,vti,nagajipidan,be used to the taste of it,https://ojibwe.lib.umn.edu/main-entry/nagajipidan-vti
verb,vti2,nagajitoon,"be familiar with, accustomed to, used to making or doing it; knows how to handle it",https://ojibwe.lib.umn.edu/main-entry/nagajitoon-vti2
verb,vai,nagajii,"s/he is familiar with, is accustomed to, is used to doing something",https://ojibwe.lib.umn.edu/main-entry/nagajii-vai
verb,vai,nagamo,s/he sings,https://ojibwe.lib.umn.edu/main-entry/nagamo-vai
verb,vai,nagamokaazo,s/he pretends to sing,https://ojibwe.lib.umn.edu/main-entry/nagamokaazo-vai
noun,ni,nagamon,a song,https://ojibwe.lib.umn.edu/main-entry/nagamon-ni
noun,ni,nagamoshkwemag,a birch bark song scroll,https://ojibwe.lib.umn.edu/main-entry/nagamoshkwemag-ni
verb,vta,nagamotaw,sing to h/,https://ojibwe.lib.umn.edu/main-entry/nagamotaw-vta
verb,vai,nagamotaadiwag,they sing to each other,https://ojibwe.lib.umn.edu/main-entry/nagamotaadiwag-vai
noun,ni,nagamowin,singing; a song,https://ojibwe.lib.umn.edu/main-entry/nagamowin-ni
noun,ni,nagamoo-makak,"a phonograph, a record player, a cd player",https://ojibwe.lib.umn.edu/main-entry/nagamoo-makak-ni
noun,ni,nagamoo-mazina'igan,a song book,https://ojibwe.lib.umn.edu/main-entry/nagamoo-mazina-igan-ni
verb,vta,nagazh,"leave h/ behind; abandon, outstrip h/",https://ojibwe.lib.umn.edu/main-entry/nagazh-vta
verb,vta,nagazaabam,be used to the sight of h/,https://ojibwe.lib.umn.edu/main-entry/nagazaabam-vta
verb,vti,nagazaabandan,be used to the sight of it,https://ojibwe.lib.umn.edu/main-entry/nagazaabandan-vti
verb,vti,nagazinan,be used to the sight of it,https://ojibwe.lib.umn.edu/main-entry/nagazinan-vti
verb,vta,nagazinaw,be used to the sight of h/,https://ojibwe.lib.umn.edu/main-entry/nagazinaw-vta
verb,vti,nagazitan,be used to hearing it,https://ojibwe.lib.umn.edu/main-entry/nagazitan-vti
verb,vta,nagazitaw,be used to hearing h/,https://ojibwe.lib.umn.edu/main-entry/nagazitaw-vta
verb,vai,nagazhiwe,"s/he leaves people behind, abandons people",https://ojibwe.lib.umn.edu/main-entry/nagazhiwe-vai
noun,ni,nagaakininjaan,palm (of hand),https://ojibwe.lib.umn.edu/main-entry/nagaakininjaan-ni
verb,vii,nagaashkaa,"it stops moving, halts",https://ojibwe.lib.umn.edu/main-entry/nagaashkaa-vii
verb,vai,nagaashkaa,"s/he stops moving, halts",https://ojibwe.lib.umn.edu/main-entry/nagaashkaa-vai
