ojibwe word,part of speech,url,definition
ningaabikizo,vai,https://ojibwe.lib.umn.edu/main-entry/ningaabikizo-vai,s/he (mineral) melts
ningaabikizwi,vta,https://ojibwe.lib.umn.edu/main-entry/ningaabikizwi-vta,skip
ningaabii'an,ni,https://ojibwe.lib.umn.edu/main-entry/ningaabii-an-ni,west
ningaabii'an,vii,https://ojibwe.lib.umn.edu/main-entry/ningaabii-an-vii,there is a west wind
ningaabii'anong,adv-loc,https://ojibwe.lib.umn.edu/main-entry/ningaabii-anong-adv-loc,in or to the west
ningaagonaso,vai,https://ojibwe.lib.umn.edu/main-entry/ningaagonaso-vai,the snow is melting; the snow is melting off h/
ningaagonate,vii,https://ojibwe.lib.umn.edu/main-entry/ningaagonate-vii,the snow is melting off it
ningaasimoo-jiimaan,ni,https://ojibwe.lib.umn.edu/main-entry/ningaasimoo-jiimaan-ni,a sailboat
ningaasimoono,vai,https://ojibwe.lib.umn.edu/main-entry/ningaasimoono-vai,s/he sails (in a boat)
ningaasimoonowin,ni,https://ojibwe.lib.umn.edu/main-entry/ningaasimoonowin-ni,a sail
ningaasimoowinini,na,https://ojibwe.lib.umn.edu/main-entry/ningaasimoowinini-na,a sailor
ningide,vii,https://ojibwe.lib.umn.edu/main-entry/ningide-vii,"it melts, thaws"
ningidig,nid,https://ojibwe.lib.umn.edu/main-entry/ningidig-nid,my knee
ningijiishkiwate,vii,https://ojibwe.lib.umn.edu/main-entry/ningijiishkiwate-vii,"it (something mud-like) is melting, is thawing"
ningisidamaw,vta,https://ojibwe.lib.umn.edu/main-entry/ningisidamaw-vta,"thaw or melt (it) for h/, let (it) thaw or melt for h/"
ningisidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/ningisidoon-vti2,let it thaw or melt
ningisin,vii,https://ojibwe.lib.umn.edu/main-entry/ningisin-vii,it thaws out
ningishim,vta,https://ojibwe.lib.umn.edu/main-entry/ningishim-vta,let it (animate) thaw or melt
ningitiziim,nad,https://ojibwe.lib.umn.edu/main-entry/ningitiziim-nad,my parent
ningiz,vta,https://ojibwe.lib.umn.edu/main-entry/ningiz-vta,"melt, thaw it (animate)"
ningizan,vti,https://ojibwe.lib.umn.edu/main-entry/ningizan-vti,"melt, thaw it"
ningizigaade,vii,https://ojibwe.lib.umn.edu/main-entry/ningizigaade-vii,it is thawed or melted (by someone)
ningizigode,vii,https://ojibwe.lib.umn.edu/main-entry/ningizigode-vii,there is ice melting in the sun
ningizigoshkaa,vii,https://ojibwe.lib.umn.edu/main-entry/ningizigoshkaa-vii,
ningizo,vai,https://ojibwe.lib.umn.edu/main-entry/ningizo-vai,"it (animate) melts, thaws"
ningizwi,vta,https://ojibwe.lib.umn.edu/main-entry/ningizwi-vta,skip
ningiigwadin,vii,https://ojibwe.lib.umn.edu/main-entry/ningiigwadin-vii,
ningiigwaji,vai,https://ojibwe.lib.umn.edu/main-entry/ningiigwaji-vai,s/he is frosted
ningo-,pv-qnt,https://ojibwe.lib.umn.edu/main-entry/ningo-pv-qnt,one
ningo-anama'e-giizhik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-anama-e-giizhik-qnt-num,skip
ningo-anama'e-giizhikwagad,vii,https://ojibwe.lib.umn.edu/main-entry/ningo-anama-e-giizhikwagad-vii,it is one week
ningo-anama'e-giizhikwagizi,vai,https://ojibwe.lib.umn.edu/main-entry/ningo-anama-e-giizhikwagizi-vai,s/he is one week old
ningo-aanziyaan,adv-qnt,https://ojibwe.lib.umn.edu/main-entry/ningo-aanziyaan-adv-qnt,
ningo-biboon,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-biboon-qnt-num,skip
ningo-biboonagad,vii,https://ojibwe.lib.umn.edu/main-entry/ningo-biboonagad-vii,it is one year
ningo-biboonagizi,vai,https://ojibwe.lib.umn.edu/main-entry/ningo-biboonagizi-vai,s/he is one year old
ningo-diba'igan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-diba-igan-qnt-num,skip
ningo-diba'igane,vii,https://ojibwe.lib.umn.edu/main-entry/ningo-diba-igane-vii,it is one o'clock
ningo-diba'iganed,vii,https://ojibwe.lib.umn.edu/main-entry/ningo-diba-iganed-vii,it is one o'clock
ningo-diba'igaans,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-diba-igaans-qnt-num,skip
ningo-diba'oobaan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-diba-oobaan-qnt-num,skip
ningo-dibaabiishkoojigan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-dibaabiishkoojigan-qnt-num,skip
ningo-dibik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-dibik-qnt-num,skip
ningo-gikinoonowin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-gikinoonowin-qnt-num,skip
ningo-giizhik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-giizhik-qnt-num,skip
ningo-giizis,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-giizis-qnt-num,skip
ningo-giiziswagad,vii,https://ojibwe.lib.umn.edu/main-entry/ningo-giiziswagad-vii,it is one month
ningo-giiziswagizi,vai,https://ojibwe.lib.umn.edu/main-entry/ningo-giiziswagizi-vai,s/he is one month old
ningo-minikwaajigan ,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-minikwaajigan -qnt-num,skip
ningo-mininj,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-mininj-qnt-num,skip
ningo-mizid,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningo-mizid-qnt-num,skip
ningobaga',vta,https://ojibwe.lib.umn.edu/main-entry/ningobaga-vta,cover h/ in leaves
ningobaga'an,vti,https://ojibwe.lib.umn.edu/main-entry/ningobaga-an-vti,cover it in leaves
ningobaga'wi,vta,https://ojibwe.lib.umn.edu/main-entry/ningobaga-wi-vta,
ningoding,adv-tmp,https://ojibwe.lib.umn.edu/main-entry/ningoding-adv-tmp,sometime; at one time
ningodobaneninj,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodobaneninj-qnt-num,skip
ningodonaaganens,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodonaaganens-qnt-num,skip
ningodonaagaans,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodonaagaans-qnt-num,skip
ningodoninj,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodoninj-qnt-num,skip
ningodosagoons,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodosagoons-qnt-num,skip
ningodozid,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodozid-qnt-num,skip
ningodookik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodookik-qnt-num,skip
ningodoonag,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodoonag-qnt-num,skip
ningodooshkimod,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodooshkimod-qnt-num,skip
ningodooshkin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodooshkin-qnt-num,skip
ningodwaaching,adv-tmp,https://ojibwe.lib.umn.edu/main-entry/ningodwaaching-adv-tmp,six times
ningodwaachinoon,vii,https://ojibwe.lib.umn.edu/main-entry/ningodwaachinoon-vii,"they (inanimate) are six, there are six of them"
ningodwaachiwag,vai,https://ojibwe.lib.umn.edu/main-entry/ningodwaachiwag-vai,"they (animate) are six, there are six of them"
ningodwaak,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaak-qnt-num,skip
ningodwaasimidana,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana-qnt-num,skip
ningodwaasimidana ashi-bezhig,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-bezhig-qnt-num,skip
ningodwaasimidana ashi-ishwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-ishwaaswi-qnt-num,skip
ningodwaasimidana ashi-naanan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-naanan-qnt-num,skip
ningodwaasimidana ashi-ningodwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-ningodwaaswi-qnt-num,skip
ningodwaasimidana ashi-niswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-niswi-qnt-num,skip
ningodwaasimidana ashi-niiwin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-niiwin-qnt-num,skip
ningodwaasimidana ashi-niizh,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-niizh-qnt-num,skip
ningodwaasimidana ashi-niizhwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-niizhwaaswi-qnt-num,skip
ningodwaasimidana ashi-zhaangaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasimidana ashi-zhaangaswi-qnt-num,skip
ningodwaaso,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-qnt-num,skip
ningodwaaso-,pv-qnt,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-pv-qnt,six
ningodwaaso-anama'e-giizhigad,vii,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-anama-e-giizhigad-vii,it is six weeks
ningodwaaso-anama'e-giizhik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-anama-e-giizhik-qnt-num,skip
ningodwaaso-anama'e-giizhikwagad,vii,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-anama-e-giizhikwagad-vii,it is six weeks
ningodwaaso-biboon,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-biboon-qnt-num,skip
ningodwaaso-biboonagizi,vai,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-biboonagizi-vai,s/he is six years old
ningodwaaso-diba'igan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-diba-igan-qnt-num,skip
ningodwaaso-diba'igane,vii,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-diba-igane-vii,it is six o'clock
ningodwaaso-diba'iganed,vii,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-diba-iganed-vii,it is six o'clock
ningodwaaso-diba'igaans,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-diba-igaans-qnt-num,skip
ningodwaaso-diba'oobaan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-diba-oobaan-qnt-num,skip
ningodwaaso-dibaabiishkoojigan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-dibaabiishkoojigan-qnt-num,skip
ningodwaaso-dibik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-dibik-qnt-num,skip
ningodwaaso-gikinoonowin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-gikinoonowin-qnt-num,skip
ningodwaaso-giizhik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-giizhik-qnt-num,skip
ningodwaaso-giizis,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-giizis-qnt-num,skip
ningodwaaso-giiziswagad,vii,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-giiziswagad-vii,it is six months
ningodwaaso-giiziswagizi,vai,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-giiziswagizi-vai,s/he is six months old
ningodwaaso-mininj,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-mininj-qnt-num,skip
ningodwaaso-mizid,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaso-mizid-qnt-num,skip
ningodwaasogon,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasogon-qnt-num,skip
ningodwaasogonagad,vii,https://ojibwe.lib.umn.edu/main-entry/ningodwaasogonagad-vii,it is six days
ningodwaasogonagizi,vai,https://ojibwe.lib.umn.edu/main-entry/ningodwaasogonagizi-vai,s/he is six days old
ningodwaasonaaganens,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasonaaganens-qnt-num,skip
ningodwaasonaagaans,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasonaagaans-qnt-num,skip
ningodwaasoninj,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoninj-qnt-num,skip
ningodwaasosagoons,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasosagoons-qnt-num,skip
ningodwaasozid,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasozid-qnt-num,skip
ningodwaasoobiwag,vai,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoobiwag-vai,six of them sit together; six of them are at home
ningodwaasoobii'igan,na,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoobii-igan-na,a six (card)
ningodwaasoogaabawiwag,vai,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoogaabawiwag-vai,six of them stand together
ningodwaasookik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasookik-qnt-num,skip
ningodwaasoonag,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoonag-qnt-num,skip
ningodwaasoopidewan,vii,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoopidewan-vii,six of them (inanimate) are tied together
ningodwaasoopidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoopidoon-vti2,tie six of them (inanimate) together
ningodwaasoopizowag,vai,https://ojibwe.lib.umn.edu/main-entry/ningodwaasoopizowag-vai,"six of them (animate) are tied together, are hitched together"
ningodwaasooshkimod,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasooshkimod-qnt-num,skip
ningodwaasooshkin,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasooshkin-qnt-num,skip
ningodwaaswaginzo,vai,https://ojibwe.lib.umn.edu/main-entry/ningodwaaswaginzo-vai,it is the sixth (of the month)
ningodwaaswaabik,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaswaabik-qnt-num,skip
ningodwaaswaak,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaswaak-qnt-num,skip
ningodwaasweg,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaasweg-qnt-num,skip
ningodwaaswemikwaanens,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaswemikwaanens-qnt-num,skip
ningodwaaswewaan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaswewaan-qnt-num,skip
ningodwaaswi,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwaaswi-qnt-num,skip
ningodweginigan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodweginigan-qnt-num,skip
ningodwemikwaanens,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwemikwaanens-qnt-num,skip
ningodwewaan,qnt-num,https://ojibwe.lib.umn.edu/main-entry/ningodwewaan-qnt-num,skip
ningoji,adv-loc,https://ojibwe.lib.umn.edu/main-entry/ningoji-adv-loc,"somewhere, anywhere; approximately; nearly, almost"
ningondashkway,nid,https://ojibwe.lib.umn.edu/main-entry/ningondashkway-nid,my throat
ningozigosin,vii,https://ojibwe.lib.umn.edu/main-entry/ningozigosin-vii,it is covered with ice
ningozigoshin,vai,https://ojibwe.lib.umn.edu/main-entry/ningozigoshin-vai,s/he is covered in ice
ningozigwa',vta,https://ojibwe.lib.umn.edu/main-entry/ningozigwa-vta,cover h/ with ice
ningozigwa'an,vti,https://ojibwe.lib.umn.edu/main-entry/ningozigwa-an-vti,cover it with ice
ningozigwa'wi,vta,https://ojibwe.lib.umn.edu/main-entry/ningozigwa-wi-vta,
ningozis,nad,https://ojibwe.lib.umn.edu/main-entry/ningozis-nad,my son
ningoodaas,nid,https://ojibwe.lib.umn.edu/main-entry/ningoodaas-nid,my dress
ningwada',vta,https://ojibwe.lib.umn.edu/main-entry/ningwada-vta,cover it (animate) using a hoe
ningwada'an,vti,https://ojibwe.lib.umn.edu/main-entry/ningwada-an-vti,cover it using a hoe
ningwada'ige,vai,https://ojibwe.lib.umn.edu/main-entry/ningwada-ige-vai,s/he covers things using a hoe
ningwadaasin,vii,https://ojibwe.lib.umn.edu/main-entry/ningwadaasin-vii,it is covered by blowing snow
ningwadaashi,vai,https://ojibwe.lib.umn.edu/main-entry/ningwadaashi-vai,it (animate) is covered with blowing snow
ningwadaawanga',vta,https://ojibwe.lib.umn.edu/main-entry/ningwadaawanga-vta,skip
ningwadaawanga'an,vti,https://ojibwe.lib.umn.edu/main-entry/ningwadaawanga-an-vti,cover it with sand (using something)
ningwadaawanga'wi,vta,https://ojibwe.lib.umn.edu/main-entry/ningwadaawanga-wi-vta,cover h/ with sand (using something)
ningwadaawangaasin,vii,https://ojibwe.lib.umn.edu/main-entry/ningwadaawangaasin-vii,it is covered with blowing sand
ningwadaawangaashi,vai,https://ojibwe.lib.umn.edu/main-entry/ningwadaawangaashi-vai,s/he or it (animate) is covered with blowing sand
ningwa',vta,https://ojibwe.lib.umn.edu/main-entry/ningwa-vta,bury h/
ningwa'abwaadan,vti,https://ojibwe.lib.umn.edu/main-entry/ningwa-abwaadan-vti,cook it under the ashes
ningwa'abwaan,na,https://ojibwe.lib.umn.edu/main-entry/ningwa-abwaan-na,bread baked under the ashes
ningwa'abwaazh,vta,https://ojibwe.lib.umn.edu/main-entry/ningwa-abwaazh-vta,cook h/ under the ashes
ningwa'abwe,vai,https://ojibwe.lib.umn.edu/main-entry/ningwa-abwe-vai,s/he cooks (something) under the ashes
ningwa'abwen,vai-o,https://ojibwe.lib.umn.edu/main-entry/ningwa-abwen-vai-o,s/he cooks something under the ashes
ningwa'akii,vai,https://ojibwe.lib.umn.edu/main-entry/ningwa-akii-vai,s/he buries something (in the ground); s/he spreads dirt on something
ningwa'amaw,vta,https://ojibwe.lib.umn.edu/main-entry/ningwa-amaw-vta,bury (it) for h/
ningwa'an,vti,https://ojibwe.lib.umn.edu/main-entry/ningwa-an-vti,bury it
ningwa'igaade,vii,https://ojibwe.lib.umn.edu/main-entry/ningwa-igaade-vii,"it is buried (by someone), ""they"" bury it"
ningwa'igaazo,vai,https://ojibwe.lib.umn.edu/main-entry/ningwa-igaazo-vai,"s/he is buried (by someone), ""they"" bury h/"
ningwa'ige,vai,https://ojibwe.lib.umn.edu/main-entry/ningwa-ige-vai,s/he buries things
ningwa'wi,vta,https://ojibwe.lib.umn.edu/main-entry/ningwa-wi-vta,
ningwaja',vta,https://ojibwe.lib.umn.edu/main-entry/ningwaja-vta,cover it by using a hoe
ningwaja'an,vti,https://ojibwe.lib.umn.edu/main-entry/ningwaja-an-vti,hoe it
ningwaja'igan,ni,https://ojibwe.lib.umn.edu/main-entry/ningwaja-igan-ni,a hoe
ningwaja'ige,vai,https://ojibwe.lib.umn.edu/main-entry/ningwaja-ige-vai,s/he covers things using a hoe
ningwakamiga',vta,https://ojibwe.lib.umn.edu/main-entry/ningwakamiga-vta,bury h/ in the ground (using something)
ningwakamiga'an,vti,https://ojibwe.lib.umn.edu/main-entry/ningwakamiga-an-vti,bury it in the ground (using something)
ningwakamiga'igaade,vii,https://ojibwe.lib.umn.edu/main-entry/ningwakamiga-igaade-vii,"it is buried in ground (by someone), ""they"" bury it in the ground"
ningwakamiga'igaazo,vai,https://ojibwe.lib.umn.edu/main-entry/ningwakamiga-igaazo-vai,"s/he, it (animate) is buried in the ground (by someone), ""they"" bury h/, it (animate) in the ground"
ningwakamiga'wi,vta,https://ojibwe.lib.umn.edu/main-entry/ningwakamiga-wi-vta,
ningwakamigibidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/ningwakamigibidoon-vti2,cover it over with earth (using the hands)
ningwakamigin,vta,https://ojibwe.lib.umn.edu/main-entry/ningwakamigin-vta,put h/ under the ground
ningwakamigishkan,vti,https://ojibwe.lib.umn.edu/main-entry/ningwakamigishkan-vti,bury it in ground with the feet
ningwakwad,vii,https://ojibwe.lib.umn.edu/main-entry/ningwakwad-vii,it is cloudy
ningwaniso,vai,https://ojibwe.lib.umn.edu/main-entry/ningwaniso-vai,s/he goes to get the meat from killed game
ningwano,vai,https://ojibwe.lib.umn.edu/main-entry/ningwano-vai,s/he is covered with snow
ningwaabaawadoon,vti,https://ojibwe.lib.umn.edu/main-entry/ningwaabaawadoon-vti,cover it with liquid; overwater it
ningwaagone,vai,https://ojibwe.lib.umn.edu/main-entry/ningwaagone-vai,s/he or it (animate) is covered with snow
ningwaagone,vii,https://ojibwe.lib.umn.edu/main-entry/ningwaagone-vii,it is covered with snow
ningwaagone',vta,https://ojibwe.lib.umn.edu/main-entry/ningwaagone-vta,cover h/ with snow (using something)
ningwaagone'an,vti,https://ojibwe.lib.umn.edu/main-entry/ningwaagone-an-vti,cover it in with snow (using something)
ningwaagone'igaade,vii,https://ojibwe.lib.umn.edu/main-entry/ningwaagone-igaade-vii,"it is covered with snow (by someone), ""they"" cover it with snow"
ningwaagone'ige,vai,https://ojibwe.lib.umn.edu/main-entry/ningwaagone-ige-vai,s/he covers (things) with snow (using something)
ningwaagone'wi,vta,https://ojibwe.lib.umn.edu/main-entry/ningwaagone-wi-vta,
ningwaagonemon,vii,https://ojibwe.lib.umn.edu/main-entry/ningwaagonemon-vii,it (road or trail) road is snow-covered
ningwaagonen,vta,https://ojibwe.lib.umn.edu/main-entry/ningwaagonen-vta,bury h/or it (animate) in the snow (by hand)
ningwaagonenan,vti,https://ojibwe.lib.umn.edu/main-entry/ningwaagonenan-vti,bury it in the snow (by hand)
ningwaagonesin,vii,https://ojibwe.lib.umn.edu/main-entry/ningwaagonesin-vii,"it is covered by snow, is under the snow"
ningwaagoneshin,vai,https://ojibwe.lib.umn.edu/main-entry/ningwaagoneshin-vai,"s/he is covered by snow, is under the snow"
ningwaagonewebishkan,vti,https://ojibwe.lib.umn.edu/main-entry/ningwaagonewebishkan-vti,bury it in the snow (forcefully with foot or body)
ningwaagonewebishkaw,vta,https://ojibwe.lib.umn.edu/main-entry/ningwaagonewebishkaw-vta,bury h/ in the snow (forcefully with foot or body)
ningwaagoneyaasin,vii,https://ojibwe.lib.umn.edu/main-entry/ningwaagoneyaasin-vii,it is covered by blown snow
ningwaagoneyaashi,vai,https://ojibwe.lib.umn.edu/main-entry/ningwaagoneyaashi-vai,skip
ningwaanakwad,vii,https://ojibwe.lib.umn.edu/main-entry/ningwaanakwad-vii,it is cloudy
ningwaanakwaashi,vai,https://ojibwe.lib.umn.edu/main-entry/ningwaanakwaashi-vai,it (animate; the sun or moon) is covered by a moving cloud or clouds
ningwaashi,vai,https://ojibwe.lib.umn.edu/main-entry/ningwaashi-vai,s/he (sun or moon) is covered by drifting clouds
ningwizis,nad,https://ojibwe.lib.umn.edu/main-entry/ningwizis-nad,my son
ninik,nid,https://ojibwe.lib.umn.edu/main-entry/ninik-nid,my arm
nining,nid,https://ojibwe.lib.umn.edu/main-entry/nining-nid,h/ armpit
niningaji,vai,https://ojibwe.lib.umn.edu/main-entry/niningaji-vai,"s/he shivers, shakes from the cold"
niningishkaa,vii,https://ojibwe.lib.umn.edu/main-entry/niningishkaa-vii,"it trembles, shakes"
niningwan,nad,https://ojibwe.lib.umn.edu/main-entry/niningwan-nad,my son-in-law
niningwanis,nad,https://ojibwe.lib.umn.edu/main-entry/niningwanis-nad,my nephew (cross-nephew: a male's sister's son or a female's brother's son)
nininj,nid,https://ojibwe.lib.umn.edu/main-entry/nininj-nid,"my hand, finger"
ninishiwag,nad,https://ojibwe.lib.umn.edu/main-entry/ninishiwag-nad,my testicles
niniigi'ig,nad,https://ojibwe.lib.umn.edu/main-entry/niniigi-ig-nad,my parent
niniijaanis,nad,https://ojibwe.lib.umn.edu/main-entry/niniijaanis-nad,my child
niniishk,nad,https://ojibwe.lib.umn.edu/main-entry/niniishk-nad,my gland (lymph node)
ninjaan,nid,https://ojibwe.lib.umn.edu/main-entry/ninjaan-nid,my nose
ninjichaag,nad,https://ojibwe.lib.umn.edu/main-entry/ninjichaag-nad,my soul (the spirit within)
ninoshenh,nad,https://ojibwe.lib.umn.edu/main-entry/ninoshenh-nad,my aunt (parallel aunt: mother's sister); my stepmother
ninow,nid,https://ojibwe.lib.umn.edu/main-entry/ninow-nid,my cheek
ninoogan,nid,https://ojibwe.lib.umn.edu/main-entry/ninoogan-nid,my hip
nipan,nid,https://ojibwe.lib.umn.edu/main-entry/nipan-nid,my lung
nipigay,nad,https://ojibwe.lib.umn.edu/main-entry/nipigay-nad,my rib
nipigemag,nid,https://ojibwe.lib.umn.edu/main-entry/nipigemag-nid,my rib
nipikwan,nid,https://ojibwe.lib.umn.edu/main-entry/nipikwan-nid,my back
nisawa'ogaan,ni,https://ojibwe.lib.umn.edu/main-entry/nisawa-ogaan-ni,lodge with peaked roof
nisawaya'ii,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawaya-ii-adv-loc,in between them
nisawayi'ii,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawayi-ii-adv-loc,in between them
nisawaabik,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawaabik-adv-loc,between rocks
nisawaajiwan,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawaajiwan-adv-loc,in the middle of the rapids
nisawaatig,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawaatig-adv-loc,between trees
nisawi-,pv-lex,https://ojibwe.lib.umn.edu/main-entry/nisawi-pv-lex,"between, in between"
nisawi-desabiwin,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawi-desabiwin-adv-loc,between the chairs
nisawi-minis,,https://ojibwe.lib.umn.edu/main-entry/nisawi-minis-,skip
nisawi-nibewin,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawi-nibewin-adv-loc,between the beds
nisawi-waakaa'igan,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawi-waakaa-igan-adv-loc,"between houses, between buildings"
nisawigamig,adv-loc,https://ojibwe.lib.umn.edu/main-entry/nisawigamig-adv-loc,between houses or lodges
nisawigaabawi,vai,https://ojibwe.lib.umn.edu/main-entry/nisawigaabawi-vai,s/he stands in the middle
nisawisidoon,vti2,https://ojibwe.lib.umn.edu/main-entry/nisawisidoon-vti2,put it in the middle
nisawisin,vii,https://ojibwe.lib.umn.edu/main-entry/nisawisin-vii,it lies in the middle
nisawishim,vta,https://ojibwe.lib.umn.edu/main-entry/nisawishim-vta,put h/ in the middle
nisawishin,vai,https://ojibwe.lib.umn.edu/main-entry/nisawishin-vai,s/he lies in the middle
nisayenh,nad,https://ojibwe.lib.umn.edu/main-entry/nisayenh-nad,my older brother
nisaabaawazh,vta,https://ojibwe.lib.umn.edu/main-entry/nisaabaawazh-vta,wet h/; drown h/
nisaabaawe,vai,https://ojibwe.lib.umn.edu/main-entry/nisaabaawe-vai,s/he gets wet
nisaabaawe,vii,https://ojibwe.lib.umn.edu/main-entry/nisaabaawe-vii,it gets wet
nisaabikinigan,ni,https://ojibwe.lib.umn.edu/main-entry/nisaabikinigan-ni,a trigger
nisibibani'o,vai,https://ojibwe.lib.umn.edu/main-entry/nisibibani-o-vai,
nisidawenim,vta,https://ojibwe.lib.umn.edu/main-entry/nisidawenim-vta,recognize h/
nisidawimaagozi,vai,https://ojibwe.lib.umn.edu/main-entry/nisidawimaagozi-vai,"s/he is recognized, recognizable by the smell"
nisidawimaagwad,vii,https://ojibwe.lib.umn.edu/main-entry/nisidawimaagwad-vii,"it is recognized, recognizable by the smell"
nisidawinan,vti,https://ojibwe.lib.umn.edu/main-entry/nisidawinan-vti,recognize it (by sight)
nisidawinaw,vta,https://ojibwe.lib.umn.edu/main-entry/nisidawinaw-vta,recognize h/ (by sight)
